date,open,high,low,close,adj_close,range_over_open,range_change,range_move,price_change,tomo_price_move,volume,qty_change,qty_move,5d_avg_range,change_in_5d_avg_range,5d_avg_range_move,5d_avg_px,change_in_5d_avg_px,5d_avg_px_move,5d_avg_qty,change_in_5d_avg_qty,5d_avg_qty_move,10d_avg_px,change_in_10d_avg_px,10d_avg_px_move
6/20/2016,1.695,1.71,1.65,1.7,1.7,0.03539823,0.00545811,Up,0.01,Up,5375666,-14561120,Down,0.046706645,-0.002476668,Down,1.653,0.047,Up,13933952.8,-78312.8,Down,1.529,0.0265,Up
6/21/2016,1.705,1.73,1.702,1.73,1.73,0.016422287,-0.018975943,Down,0.03,Down,5587704,212038,Up,0.045324436,-0.001382209,Down,1.698,0.045,Up,14042797.6,108844.8,Up,1.5645,0.0355,Up
6/22/2016,1.73,1.73,1.715,1.715,1.715,0.00867052,-0.007751767,Down,-0.015,Down,3673651,-1914053,Down,0.030295534,-0.015028902,Down,1.699,0.001,Up,8666957.2,-5375840.4,Down,1.605,0.0405,Up
6/23/2016,1.72,1.745,1.702,1.71,1.71,0.025,0.01632948,Up,-0.005,Down,5701585,2027934,Up,0.023086231,-0.007209302,Down,1.709,0.01,Up,8055078.4,-611878.8,Down,1.6315,0.0265,Up
6/24/2016,1.72,1.72,1.61,1.635,1.635,0.063953488,0.038953488,Up,-0.075,Up,6360454,658869,Up,0.029888905,0.006802674,Up,1.698,-0.011,Down,5339812,-2715266.4,Down,1.652,0.0205,Up
6/27/2016,1.615,1.665,1.59,1.655,1.655,0.046439628,-0.01751386,Down,0.02,Up,4246895,-2113559,Down,0.032097185,0.00220828,Up,1.689,-0.009,Down,5114057.8,-225754.2,Down,1.671,0.019,Up
6/28/2016,1.635,1.685,1.62,1.665,1.665,0.039755352,-0.006684277,Down,0.01,Up,3232152,-1014743,Down,0.036763798,0.004666613,Up,1.676,-0.013,Down,4642947.4,-471110.4,Down,1.687,0.016,Up
6/29/2016,1.75,1.76,1.725,1.74,1.74,0.02,-0.019755352,Down,0.075,Up,8918572,5686420,Up,0.039029694,0.002265896,Up,1.681,0.005,Up,5691931.6,1048984.2,Up,1.69,0.003,Up
6/30/2016,1.755,1.765,1.74,1.75,1.75,0.014245014,-0.005754986,Down,0.01,Up,4019349,-4899223,Down,0.036878697,-0.002150997,Down,1.689,0.008,Up,5355484.4,-336447.2,Down,1.699,0.009,Up
7/1/2016,1.75,1.762,1.75,1.76,1.76,0.006857143,-0.007387871,Down,0.01,Up,3082580,-936769,Down,0.025459427,-0.011419269,Down,1.714,0.025,Up,4699909.6,-655574.8,Down,1.706,0.007,Up
7/4/2016,1.76,1.785,1.75,1.765,1.765,0.019886364,0.013029221,Up,0.005,Down,2718505,-364075,Down,0.020148774,-0.005310653,Down,1.736,0.022,Up,4394231.6,-305678,Down,1.7125,0.0065,Up
7/5/2016,1.765,1.775,1.735,1.735,1.735,0.02266289,0.002776526,Up,-0.03,Flat,2125114,-593391,Down,0.016730282,-0.003418492,Down,1.75,0.014,Up,4172824,-221407.6,Down,1.713,0.0005,Up
7/6/2016,1.73,1.745,1.72,1.735,1.735,0.014450867,-0.008212022,Down,0,Up,2104366,-20748,Down,0.015620455,-0.001109827,Down,1.749,-0.001,Down,2809982.8,-1362841.2,Down,1.715,0.002,Up
7/7/2016,1.74,1.77,1.735,1.77,1.77,0.020114943,0.005664075,Up,0.035,Up,2281037,176671,Up,0.016794441,0.001173986,Up,1.753,0.004,Up,2462320.4,-347662.4,Down,1.721,0.006,Up
7/8/2016,1.765,1.785,1.752,1.785,1.785,0.018696884,-0.001418059,Down,0.015,Up,2052388,-228649,Down,0.019162389,0.002367948,Up,1.758,0.005,Up,2256282,-206038.4,Down,1.736,0.015,Up
7/11/2016,1.8,1.815,1.78,1.805,1.805,0.019444444,0.000747561,Up,0.02,Down,3291211,1238823,Up,0.019074005,-8.83838E-05,Down,1.766,0.008,Up,2370823.2,114541.2,Up,1.751,0.015,Up
7/12/2016,1.81,1.81,1.78,1.79,1.79,0.016574586,-0.002869859,Down,-0.015,Up,1576366,-1714845,Down,0.017856345,-0.001217661,Down,1.777,0.011,Up,2261073.6,-109749.6,Down,1.7635,0.0125,Up
7/13/2016,1.8,1.82,1.795,1.81,1.81,0.013888889,-0.002685697,Down,0.02,Up,2494372,918006,Up,0.017743949,-0.000112396,Down,1.792,0.015,Up,2339074.8,78001.2,Up,1.7705,0.007,Up
7/14/2016,1.82,1.88,1.815,1.87,1.87,0.035714286,0.021825397,Up,0.06,Up,5644658,3150286,Up,0.020863818,0.003119869,Up,1.812,0.02,Up,3011799,672724.2,Up,1.7825,0.012,Up
7/15/2016,1.87,1.89,1.862,1.88,1.88,0.014973262,-0.020741024,Down,0.01,Down,4744964,-899694,Down,0.020119093,-0.000744724,Down,1.831,0.019,Up,3550314.2,538515.2,Up,1.7945,0.012,Up
7/18/2016,1.885,1.885,1.86,1.865,1.865,0.013262599,-0.001710663,Down,-0.015,Down,2951825,-1793139,Down,0.018882724,-0.001236369,Down,1.843,0.012,Up,3482437,-67877.2,Down,1.8045,0.01,Up
7/19/2016,1.86,1.87,1.84,1.845,1.845,0.016129032,0.002866433,Up,-0.02,Up,2137696,-814129,Down,0.018793614,-8.91107E-05,Down,1.854,0.011,Up,3594703,112266,Up,1.8155,0.011,Up
7/20/2016,1.855,1.887,1.855,1.875,1.875,0.017250674,0.001121642,Up,0.03,Up,2913647,775951,Up,0.019465971,0.000672357,Up,1.867,0.013,Up,3678558,83855,Up,1.8295,0.014,Up
7/21/2016,1.875,1.885,1.865,1.88,1.88,0.010666667,-0.006584007,Down,0.005,Down,2454082,-459565,Down,0.014456447,-0.005009524,Down,1.869,0.002,Up,3040442.8,-638115.2,Down,1.8405,0.011,Up
7/22/2016,1.88,1.885,1.867,1.87,1.87,0.009574468,-0.001092199,Down,-0.01,Flat,1418779,-1035303,Down,0.013376688,-0.001079759,Down,1.867,-0.002,Down,2375205.8,-665237,Down,1.849,0.0085,Up
7/25/2016,1.875,1.88,1.86,1.87,1.87,0.010666667,0.001092199,Up,0,Down,2920302,1501523,Up,0.012857502,-0.000519187,Down,1.868,0.001,Up,2368901.2,-6304.6,Down,1.8555,0.0065,Up
7/26/2016,1.87,1.875,1.835,1.84,1.84,0.021390374,0.010723708,Up,-0.03,Down,1962063,-958239,Down,0.01390977,0.001052268,Up,1.867,-0.001,Down,2333774.6,-35126.6,Down,1.8605,0.005,Up
7/27/2016,1.83,1.83,1.775,1.79,1.79,0.030054645,0.00866427,Up,-0.05,Up,3851790,1889727,Up,0.016470564,0.002560794,Up,1.85,-0.017,Down,2521403.2,187628.6,Up,1.8585,-0.002,Down
7/28/2016,1.785,1.85,1.775,1.84,1.84,0.042016807,0.011962162,Up,0.05,Up,2016208,-1835582,Down,0.022740592,0.006270028,Up,1.842,-0.008,Down,2433828.4,-87574.8,Down,1.8555,-0.003,Down
7/29/2016,1.84,1.88,1.84,1.87,1.87,0.02173913,-0.020277676,Down,0.03,Up,2862418,846210,Up,0.025173525,0.002432932,Up,1.842,0,Flat,2722556.2,288727.8,Up,1.8545,-0.001,Down
8/1/2016,1.88,1.9175,1.87,1.9,1.9,0.025265957,0.003526827,Up,0.03,Down,5227541,2365123,Up,0.028093383,0.002919858,Up,1.848,0.006,Up,3184004,461447.8,Up,1.858,0.0035,Up
8/2/2016,1.895,1.915,1.885,1.885,1.885,0.015831135,-0.009434823,Down,-0.015,Down,2644842,-2582699,Down,0.026981535,-0.001111848,Down,1.857,0.009,Up,3320559.8,136555.8,Up,1.862,0.004,Up
8/3/2016,1.88,1.885,1.855,1.865,1.865,0.015957447,0.000126312,Up,-0.02,Up,1467652,-1177190,Down,0.024162095,-0.00281944,Down,1.872,0.015,Up,2843732.2,-476827.6,Down,1.861,-0.001,Down
8/4/2016,1.875,1.92,1.875,1.92,1.92,0.024,0.008042553,Up,0.055,Up,4374950,2907298,Up,0.020558734,-0.003603361,Down,1.888,0.016,Up,3315480.6,471748.4,Up,1.865,0.004,Up
8/5/2016,1.925,1.95,1.925,1.93,1.93,0.012987013,-0.011012987,Down,0.01,Down,3162130,-1212820,Down,0.01880831,-0.001750423,Down,1.9,0.012,Up,3375423,59942.4,Up,1.871,0.006,Up
8/8/2016,1.945,1.945,1.92,1.92,1.92,0.01285347,-0.000133543,Down,-0.01,Flat,2239971,-922159,Down,0.016325813,-0.002482497,Down,1.904,0.004,Up,2777909,-597514,Down,1.876,0.005,Up
8/9/2016,1.92,1.935,1.905,1.92,1.92,0.015625,0.00277153,Up,0,Down,1632947,-607024,Down,0.016284586,-4.12269E-05,Down,1.911,0.007,Up,2575530,-202379,Down,1.884,0.008,Up
8/10/2016,1.925,1.925,1.89,1.915,1.915,0.018181818,0.002556818,Up,-0.005,Up,1746205,113258,Up,0.01672946,0.000444874,Up,1.921,0.01,Up,2631240.6,55710.6,Up,1.8965,0.0125,Up
8/11/2016,1.925,1.925,1.91,1.925,1.925,0.007792208,-0.01038961,Down,0.01,Up,1138698,-607507,Down,0.013487902,-0.003241558,Down,1.922,0.001,Up,1983990.2,-647250.4,Down,1.905,0.0085,Up
8/12/2016,1.945,2,1.945,2,2,0.028277635,0.020485427,Up,0.075,Flat,6436813,5298115,Up,0.016546026,0.003058124,Up,1.936,0.014,Up,2638926.8,654936.6,Up,1.918,0.013,Up
8/15/2016,2.04,2.09,1.995,2,2,0.046568627,0.018290992,Up,0,Down,7873361,1436548,Up,0.023289058,0.006743031,Up,1.952,0.016,Up,3765604.8,1126678,Up,1.928,0.01,Up
8/16/2016,1.99,2.01,1.97,1.98,1.98,0.020100503,-0.026468125,Down,-0.02,Up,2330494,-5542867,Down,0.024184158,0.000895101,Up,1.964,0.012,Up,3905114.2,139509.4,Up,1.9375,0.0095,Up
8/17/2016,1.985,2.02,1.972,2,2,0.02418136,0.004080858,Up,0.02,Down,2802242,471748,Up,0.025384067,0.001199908,Up,1.981,0.017,Up,4116321.6,211207.4,Up,1.951,0.0135,Up
8/18/2016,2.01,2.01,1.98,1.995,1.995,0.014925373,-0.009255987,Down,-0.005,Up,2536564,-265678,Down,0.0268107,0.001426633,Up,1.995,0.014,Up,4395894.8,279573.2,Up,1.9585,0.0075,Up
8/19/2016,2.02,2.09,2.015,2.05,2.05,0.037128713,0.02220334,Up,0.055,Up,7796049,5259485,Up,0.028580915,0.001770216,Up,2.005,0.01,Up,4667742,271847.2,Up,1.9705,0.012,Up
8/22/2016,2.09,2.16,2.08,2.16,2.16,0.038277512,0.001148799,Up,0.11,Up,10005894,2209845,Up,0.026922692,-0.001658223,Down,2.037,0.032,Up,5094248.6,426506.6,Up,1.9945,0.024,Up
8/23/2016,2.2,2.22,2.13,2.19,2.19,0.040909091,0.002631579,Up,0.03,Down,11687399,1681505,Up,0.03108441,0.004161718,Up,2.079,0.042,Up,6965629.6,1871381,Up,2.0215,0.027,Up
8/24/2016,2.01,2.07,1.97,2.05,2.05,0.049751244,0.008842153,Up,-0.14,Down,23929676,12242277,Up,0.036198387,0.005113977,Up,2.089,0.01,Up,11191116.4,4225486.8,Up,2.035,0.0135,Up
8/25/2016,2.01,2.065,2,2.03,2.03,0.032338308,-0.017412935,Down,-0.02,Down,5570689,-18358987,Down,0.039680974,0.003482587,Up,2.096,0.007,Up,11797941.4,606825,Up,2.0455,0.0105,Up
8/26/2016,2.02,2.02,1.905,1.975,1.975,0.056930693,0.024592385,Up,-0.055,Down,6665278,1094589,Up,0.04364137,0.003960396,Up,2.081,-0.015,Down,11571787.2,-226154.2,Down,2.043,-0.0025,Down
8/29/2016,1.91,1.93,1.86,1.875,1.875,0.036649215,-0.020281478,Down,-0.1,Down,8110876,1445598,Up,0.04331571,-0.000325659,Down,2.024,-0.057,Down,11192783.6,-379003.6,Down,2.0305,-0.0125,Down
8/30/2016,1.85,1.85,1.81,1.825,1.825,0.021621622,-0.015027593,Down,-0.05,Up,9189687,1078811,Up,0.039458216,-0.003857494,Down,1.951,-0.073,Down,10693241.2,-499542.4,Down,2.015,-0.0155,Down
8/31/2016,1.83,1.885,1.805,1.845,1.845,0.043715847,0.022094225,Up,0.02,Down,6594563,-2595124,Down,0.038251137,-0.001207079,Down,1.91,-0.041,Down,7226218.6,-3467022.6,Down,1.9995,-0.0155,Down
9/1/2016,1.83,1.835,1.815,1.825,1.825,0.010928962,-0.032786885,Down,-0.02,Down,4055963,-2538600,Down,0.033969268,-0.004281869,Down,1.869,-0.041,Down,6923273.4,-302945.2,Down,1.9825,-0.017,Down
9/2/2016,1.835,1.85,1.812,1.815,1.815,0.020708447,0.009779485,Up,-0.01,Up,2761434,-1294529,Down,0.026724818,-0.007244449,Down,1.837,-0.032,Down,6142504.6,-780768.8,Down,1.959,-0.0235,Down
9/5/2016,1.82,1.83,1.82,1.83,1.83,0.005494505,-0.015213941,Down,0.015,Up,2395385,-366049,Down,0.020493877,-0.006230942,Down,1.828,-0.009,Down,4999406.4,-1143098.2,Down,1.926,-0.033,Down
9/6/2016,1.83,1.89,1.825,1.885,1.885,0.035519126,0.03002462,Up,0.055,Up,4346756,1951371,Up,0.023273377,0.002779501,Up,1.84,0.012,Up,4030820.2,-968586.2,Down,1.8955,-0.0305,Down
9/7/2016,1.94,2.04,1.93,2.03,2.03,0.056701031,0.021181905,Up,0.145,Down,7204961,2858205,Up,0.025870414,0.002597037,Up,1.877,0.037,Up,4152899.8,122079.6,Up,1.8935,-0.002,Down
9/8/2016,2.02,2.025,1.942,1.955,1.955,0.041089109,-0.015611922,Down,-0.075,Down,5261418,-1943543,Down,0.031902444,0.006032029,Up,1.903,0.026,Up,4393990.8,241091,Up,1.886,-0.0075,Down
9/9/2016,1.95,1.955,1.895,1.935,1.935,0.030769231,-0.010319878,Down,-0.02,Down,3342836,-1918582,Down,0.0339146,0.002012157,Up,1.927,0.024,Up,4510271.2,116280.4,Up,1.882,-0.004,Down
9/12/2016,1.885,1.895,1.842,1.855,1.855,0.028116711,-0.00265252,Down,-0.08,Up,2081672,-1261164,Down,0.038439041,0.004524441,Up,1.932,0.005,Up,4447528.6,-62742.6,Down,1.88,-0.002,Down
9/13/2016,1.89,1.91,1.87,1.875,1.875,0.021164021,-0.00695269,Down,0.02,Down,2144749,63077,Up,0.035568021,-0.002871021,Down,1.93,-0.002,Down,4007127.2,-440401.4,Down,1.885,0.005,Up
9/14/2016,1.88,1.88,1.845,1.86,1.86,0.018617021,-0.002547,Down,-0.015,Down,1994472,-150277,Down,0.027951219,-0.007616802,Down,1.896,-0.034,Down,2965029.4,-1042097.8,Down,1.8865,0.0015,Up
9/15/2016,1.855,1.865,1.845,1.855,1.855,0.010781671,-0.00783535,Down,-0.005,Up,1566724,-427748,Down,0.021889731,-0.006061488,Down,1.876,-0.02,Down,2226090.6,-738938.8,Down,1.8895,0.003,Up
9/16/2016,1.875,1.885,1.855,1.865,1.865,0.016,0.005218329,Up,0.01,Down,2529949,963225,Up,0.018935885,-0.002953846,Down,1.862,-0.014,Down,2063513.2,-162577.4,Down,1.8945,0.005,Up
9/19/2016,1.87,1.875,1.85,1.86,1.86,0.013368984,-0.002631016,Down,-0.005,Down,550973,-1978976,Down,0.01598634,-0.002949545,Down,1.863,0.001,Up,1757373.4,-306139.8,Down,1.8975,0.003,Up
9/20/2016,1.855,1.87,1.787,1.8,1.8,0.044743935,0.031374951,Up,-0.06,Down,4504750,3953777,Up,0.020702322,0.004715983,Up,1.848,-0.015,Down,2229373.6,472000.2,Up,1.889,-0.0085,Down
9/21/2016,1.79,1.81,1.765,1.78,1.78,0.025139665,-0.019604271,Down,-0.02,Up,9819324,5314574,Up,0.022006851,0.001304529,Up,1.832,-0.016,Down,3794344,1564970.4,Up,1.864,-0.025,Down
9/22/2016,1.78,1.8,1.772,1.795,1.795,0.015730337,-0.009409328,Down,0.015,Down,3609930,-6209394,Down,0.022996584,0.000989733,Up,1.82,-0.012,Down,4202985.2,408641.2,Up,1.848,-0.016,Down
9/23/2016,1.8,1.805,1.775,1.78,1.78,0.016666667,0.00093633,Up,-0.015,Down,1784132,-1825798,Down,0.023129918,0.000133333,Up,1.803,-0.017,Down,4053821.8,-149163.4,Down,1.8325,-0.0155,Down
9/26/2016,1.78,1.785,1.755,1.765,1.765,0.016853933,0.000187266,Up,-0.015,Down,2598039,813907,Up,0.023826907,0.00069699,Up,1.784,-0.019,Down,4463235,409413.2,Up,1.8235,-0.009,Down
9/27/2016,1.755,1.755,1.73,1.735,1.735,0.014245014,-0.002608918,Down,-0.03,Down,5055965,2457926,Up,0.017727123,-0.006099784,Down,1.771,-0.013,Down,4573478,110243,Up,1.8095,-0.014,Down
9/28/2016,1.735,1.75,1.715,1.73,1.73,0.020172911,0.005927896,Up,-0.005,Flat,5220684,164719,Up,0.016733772,-0.000993351,Down,1.761,-0.01,Down,3653750,-919728,Down,1.7965,-0.013,Down
9/29/2016,1.74,1.75,1.72,1.73,1.73,0.017241379,-0.002931531,Down,0,Down,2633187,-2587497,Down,0.017035981,0.000302208,Up,1.748,-0.013,Down,3458401.4,-195348.6,Down,1.784,-0.0125,Down
9/30/2016,1.73,1.735,1.715,1.725,1.725,0.011560694,-0.005680686,Down,-0.005,Up,2105699,-527488,Down,0.016014786,-0.001021195,Down,1.737,-0.011,Down,3522714.8,64313.4,Up,1.77,-0.014,Down
10/3/2016,1.73,1.76,1.73,1.75,1.75,0.01734104,0.005780347,Up,0.025,Up,1507964,-597735,Down,0.016112208,9.74216E-05,Up,1.734,-0.003,Down,3304699.8,-218015,Down,1.759,-0.011,Down
10/4/2016,1.755,1.8,1.742,1.79,1.79,0.033048433,0.015707393,Up,0.04,Flat,2645939,1137975,Up,0.019872891,0.003760684,Up,1.745,0.011,Up,2822694.6,-482005.2,Down,1.758,-0.001,Down
10/5/2016,1.79,1.8,1.77,1.79,1.79,0.016759777,-0.016288657,Down,0,Up,2285109,-360830,Down,0.019190265,-0.000682627,Down,1.757,0.012,Up,2235579.6,-587115,Down,1.759,0.001,Up
10/6/2016,1.8,1.85,1.79,1.845,1.845,0.033333333,0.016573557,Up,0.055,Down,3198180,913071,Up,0.022408655,0.003218391,Up,1.78,0.023,Up,2348578.2,112998.6,Up,1.764,0.005,Up
10/7/2016,1.83,1.85,1.81,1.82,1.82,0.021857923,-0.01147541,Down,-0.025,Down,2104376,-1093804,Down,0.024468101,0.002059446,Up,1.799,0.019,Up,2348313.6,-264.6,Down,1.768,0.004,Up
10/10/2016,1.83,1.832,1.775,1.8,1.8,0.031147541,0.009289617,Up,-0.02,Flat,2591430,487054,Up,0.027229401,0.0027613,Up,1.809,0.01,Up,2565006.8,216693.2,Up,1.7715,0.0035,Up
10/11/2016,1.8,1.81,1.785,1.8,1.8,0.013888889,-0.017258652,Down,0,Flat,1629836,-961594,Down,0.023397493,-0.003831909,Down,1.811,0.002,Up,2361786.2,-203220.6,Down,1.778,0.0065,Up
10/12/2016,1.8,1.805,1.765,1.8,1.8,0.022222222,0.008333333,Up,0,Flat,1565443,-64393,Down,0.024489982,0.001092489,Up,1.813,0.002,Up,2217853,-143933.2,Down,1.785,0.007,Up
10/13/2016,1.785,1.805,1.755,1.8,1.8,0.028011204,0.005788982,Up,0,Flat,2502088,936645,Up,0.023425556,-0.001064426,Down,1.804,-0.009,Down,2078634.6,-139218.4,Down,1.792,0.007,Up
10/14/2016,1.805,1.83,1.79,1.8,1.8,0.022160665,-0.00585054,Down,0,Up,3251443,749355,Up,0.023486104,6.05483E-05,Up,1.8,-0.004,Down,2308048,229413.4,Up,1.7995,0.0075,Up
10/17/2016,1.8,1.87,1.79,1.865,1.865,0.044444444,0.02228378,Up,0.065,Down,2968983,-282460,Down,0.026145485,0.002659381,Up,1.813,0.013,Up,2383558.6,75510.6,Up,1.811,0.0115,Up
10/18/2016,1.85,1.875,1.835,1.84,1.84,0.021621622,-0.022822823,Down,-0.025,Up,1791985,-1176998,Down,0.027692032,0.001546547,Up,1.821,0.008,Up,2415988.4,32429.8,Up,1.816,0.005,Up
10/19/2016,1.855,1.92,1.855,1.92,1.92,0.035040431,0.01341881,Up,0.08,Flat,2919963,1127978,Up,0.030255673,0.002563642,Up,1.845,0.024,Up,2686892.4,270904,Up,1.829,0.013,Up
10/20/2016,1.925,1.93,1.885,1.92,1.92,0.023376623,-0.011663808,Down,0,Up,1614492,-1305471,Down,0.029328757,-0.000926916,Down,1.869,0.024,Up,2509373.2,-177519.2,Down,1.8365,0.0075,Up
10/21/2016,1.915,1.96,1.905,1.955,1.955,0.028720627,0.005344003,Up,0.035,Up,2561068,946576,Up,0.030640749,0.001311992,Up,1.9,0.031,Up,2371298.2,-138075,Down,1.85,0.0135,Up
10/24/2016,1.955,2.01,1.955,2,2,0.028132992,-0.000587634,Down,0.045,Down,3560362,999294,Up,0.027378459,-0.00326229,Down,1.927,0.027,Up,2489574,118275.8,Up,1.87,0.02,Up
10/25/2016,2,2,1.89,1.95,1.95,0.055,0.026867008,Up,-0.05,Down,4245105,684743,Up,0.034054135,0.006675676,Up,1.949,0.022,Up,2980198,490624,Up,1.885,0.015,Up
10/26/2016,1.93,1.93,1.832,1.92,1.92,0.050777202,-0.004222798,Down,-0.03,Down,6853276,2608171,Up,0.037201489,0.003147354,Up,1.949,0,Flat,3766860.6,786662.6,Up,1.897,0.012,Up
10/27/2016,1.89,1.905,1.83,1.84,1.84,0.03968254,-0.011094662,Down,-0.08,Down,5997089,-856187,Down,0.040462672,0.003261183,Up,1.933,-0.016,Down,4643380,876519.4,Up,1.901,0.004,Up
10/28/2016,1.83,1.845,1.795,1.8,1.8,0.027322404,-0.012360135,Down,-0.04,Down,4731793,-1265296,Down,0.040183028,-0.000279644,Down,1.902,-0.031,Down,5077525,434145,Up,1.901,0,Flat
10/31/2016,1.8,1.805,1.75,1.75,1.75,0.030555556,0.003233151,Up,-0.05,Down,5048496,316703,Up,0.04066754,0.000484513,Up,1.852,-0.05,Down,5375151.8,297626.8,Up,1.8895,-0.0115,Down
11/1/2016,1.75,1.76,1.725,1.745,1.745,0.02,-0.010555556,Down,-0.005,Down,3390428,-1658068,Down,0.03366754,-0.007,Down,1.811,-0.041,Down,5204216.4,-170935.4,Down,1.88,-0.0095,Down
11/2/2016,1.745,1.745,1.73,1.74,1.74,0.008595989,-0.011404011,Down,-0.005,Down,2420132,-970296,Down,0.025231298,-0.008436243,Down,1.775,-0.036,Down,4317587.6,-886628.8,Down,1.862,-0.018,Down
11/3/2016,1.725,1.745,1.715,1.725,1.725,0.017391304,0.008795316,Up,-0.015,Up,2910090,489958,Up,0.020773051,-0.004458247,Down,1.752,-0.023,Down,3700187.8,-617399.8,Down,1.8425,-0.0195,Down
11/4/2016,1.725,1.83,1.72,1.8,1.8,0.063768116,0.046376812,Up,0.075,Up,6558110,3648020,Up,0.028062193,0.007289142,Up,1.752,0,Flat,4065451.2,365263.4,Up,1.827,-0.0155,Down
11/7/2016,1.82,1.895,1.82,1.875,1.875,0.041208791,-0.022559325,Down,0.075,Up,4306786,-2251324,Down,0.03019284,0.002130647,Up,1.777,0.025,Up,3917109.2,-148342,Down,1.8145,-0.0125,Down
11/8/2016,1.895,2.04,1.855,2.04,2.04,0.09762533,0.056416539,Up,0.165,Down,9422318,5115532,Up,0.045717906,0.015525066,Up,1.836,0.059,Up,5123487.2,1206378,Up,1.8235,0.009,Up
11/9/2016,2.05,2.07,1.86,1.935,1.935,0.102439024,0.004813695,Up,-0.105,Up,13723695,4301377,Up,0.064486513,0.018768607,Up,1.875,0.039,Up,7384199.8,2260712.6,Up,1.825,0.0015,Up
11/10/2016,2.04,2.07,2.01,2.04,2.04,0.029411765,-0.07302726,Down,0.105,Down,12055351,-1668344,Down,0.066890605,0.002404092,Up,1.938,0.063,Up,9213252,1829052.2,Up,1.845,0.02,Up
11/11/2016,2.04,2.04,1.97,2,2,0.034313725,0.004901961,Up,-0.04,Up,3085338,-8970013,Down,0.060999727,-0.005890878,Down,1.978,0.04,Up,8518697.6,-694554.4,Down,1.865,0.02,Up
11/14/2016,2,2.035,1.98,2.03,2.03,0.0275,-0.006813725,Down,0.03,Flat,1865063,-1220275,Down,0.058257969,-0.002741758,Down,2.009,0.031,Up,8030353,-488344.6,Down,1.893,0.028,Up
11/15/2016,2,2.03,1.99,2.03,2.03,0.02,-0.0075,Down,0,Up,2356181,491118,Up,0.042732903,-0.015525066,Down,2.007,-0.002,Down,6617125.6,-1413227.4,Down,1.9215,0.0285,Up
11/16/2016,2.03,2.07,2,2.05,2.05,0.034482759,0.014482759,Up,0.02,Down,3682083,1325902,Up,0.02914165,-0.013591253,Down,2.03,0.023,Up,4608803.2,-2008322.4,Down,1.9525,0.031,Up
11/17/2016,2.04,2.05,2.02,2.04,2.04,0.014705882,-0.019776876,Down,-0.01,Down,3571823,-110260,Down,0.026200473,-0.002941176,Down,2.03,0,Flat,2912097.6,-1696705.6,Down,1.984,0.0315,Up
11/18/2016,2.03,2.05,2.01,2.01,2.01,0.019704433,0.004998551,Up,-0.03,Down,2418053,-1153770,Down,0.023278615,-0.002921858,Down,2.032,0.002,Up,2778640.6,-133457,Down,2.005,0.021,Up
11/21/2016,2.01,2.02,1.97,1.97,1.97,0.024875622,0.005171188,Up,-0.04,Up,2017677,-400376,Down,0.022753739,-0.000524876,Down,2.02,-0.012,Down,2809163.4,30522.8,Up,2.0145,0.0095,Up
11/22/2016,2,2.155,1.99,2.11,2.11,0.0825,0.057624378,Up,0.14,Up,17196029,15178352,Up,0.035253739,0.0125,Up,2.036,0.016,Up,5777133,2967969.6,Up,2.0215,0.007,Up
11/23/2016,2.15,2.25,2.13,2.24,2.24,0.055813953,-0.026686047,Down,0.13,Flat,12874079,-4321950,Down,0.039519978,0.004266239,Up,2.074,0.038,Up,7615532.2,1838399.2,Up,2.052,0.0305,Up
11/24/2016,2.25,2.26,2.18,2.24,2.24,0.035555556,-0.020258398,Down,0,Up,7704754,-5169325,Down,0.043689913,0.004169935,Up,2.114,0.04,Up,8442118.4,826586.2,Up,2.072,0.02,Up
11/25/2016,2.23,2.3,2.22,2.28,2.28,0.035874439,0.000318884,Up,0.04,Down,8245821,541067,Up,0.046923914,0.003234001,Up,2.168,0.054,Up,9607672,1165553.6,Up,2.1,0.028,Up
11/28/2016,2.29,2.35,2.22,2.24,2.24,0.056768559,0.020894119,Up,-0.04,Up,8406895,161074,Up,0.053302501,0.006378587,Up,2.222,0.054,Up,10885515.6,1277843.6,Up,2.121,0.021,Up
11/29/2016,2.29,2.3,2.23,2.3,2.3,0.030567686,-0.026200873,Down,0.06,Up,5419105,-2987790,Down,0.042916039,-0.010386463,Down,2.26,0.038,Up,8530130.8,-2355384.8,Down,2.148,0.027,Up
11/30/2016,2.3,2.4,2.29,2.38,2.38,0.047826087,0.017258401,Up,0.08,Up,6546177,1127072,Up,0.041318465,-0.001597573,Down,2.288,0.028,Up,7264550.4,-1265580.4,Down,2.181,0.033,Up
12/1/2016,2.43,2.48,2.39,2.46,2.46,0.037037037,-0.01078905,Down,0.08,Down,9477547,2931370,Up,0.041614762,0.000296296,Up,2.332,0.044,Up,7619109,354558.6,Up,2.223,0.042,Up
12/2/2016,2.46,2.465,2.14,2.21,2.21,0.132113821,0.095076784,Up,-0.25,Down,28339310,18861763,Up,0.060862638,0.019247876,Up,2.318,-0.014,Down,11637806.8,4018697.8,Up,2.243,0.02,Up
12/5/2016,2.25,2.25,2.17,2.19,2.19,0.035555556,-0.096558266,Down,-0.02,Up,9435619,-18903691,Down,0.056620037,-0.004242601,Down,2.308,-0.01,Down,11843551.6,205744.8,Up,2.265,0.022,Up
12/6/2016,2.21,2.28,2.205,2.23,2.23,0.033936652,-0.001618904,Down,0.04,Up,5970820,-3464799,Down,0.05729383,0.000673793,Up,2.294,-0.014,Down,11953894.6,110343,Up,2.277,0.012,Up
